Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
FENG1052,106,Fill in the Blank : Pronoun,My uncle lives in Dhaka. ______ works in a bank.,,,,,He,FillBlank,
FENG1053,106,Fill in the Blank : Pronoun,Emma is an excellent singer. ______ performs on stage often.,,,,,She,FillBlank,
FENG1054,106,Fill in the Blank : Pronoun,The children are playing in the field. ______ are having fun.,,,,,They,FillBlank,
FENG1055,106,Fill in the Blank : Pronoun,You and I are good friends. ______ help each other.,,,,,We,FillBlank,
FENG1056,106,Fill in the Blank : Pronoun,Mrs. Khan teacher entered the classroom. ______ greeted the students.,,,,,She,FillBlank,
FENG1057,106,Fill in the Blank : Pronoun,My grandparents live in a village. ______ enjoy a peaceful life.,,,,,They,FillBlank,
FENG1058,106,Fill in the Blank : Pronoun,The airplane is flying high in the sky. ______ will land soon.,,,,,It,FillBlank,
FENG1059,106,Fill in the Blank : Pronoun,Jack and Peter play cricket every weekend. ______ are very talented.,,,,,They,FillBlank,
FENG1060,106,Fill in the Blank : Pronoun,I have a pet rabbit. ______ loves eating carrots.,,,,,It,FillBlank,
FENG1061,107,Fill in the Blank : Pronoun,Sophia is studying for her exam. ______ wants to get good grades.,,,,,She,FillBlank,
FENG1062,107,Fill in the Blank : Pronoun,My brother and I went shopping. ______ bought some clothes.,,,,,We,FillBlank,
FENG1063,107,Fill in the Blank : Pronoun,The computer is not working. ______ needs to be repaired.,,,,,It,FillBlank,
FENG1064,107,Fill in the Blank : Pronoun,The boys are swimming in the river. ______ are enjoying the water.,,,,,They,FillBlank,
FENG1065,107,Fill in the Blank : Pronoun,Mr. Hasan is our principal. ______ is very kind.,,,,,He,FillBlank,
FENG1066,107,Fill in the Blank : Pronoun,The train arrived at the station. ______ was ten minutes late.,,,,,It,FillBlank,
FENG1067,107,Fill in the Blank : Pronoun,My sister loves painting. ______ creates beautiful artwork.,,,,,She,FillBlank,
FENG1068,107,Fill in the Blank : Pronoun,You have solved the problem correctly. ______ are very smart.,,,,,You,FillBlank,
FENG1069,107,Fill in the Blank : Pronoun,The cows are grazing in the field. ______ look healthy.,,,,,They,FillBlank,
FENG1070,107,Fill in the Blank : Pronoun,Daniel is reading a newspaper. ______ wants to know the latest news.,,,,,He,FillBlank,
FENG1071,108,Fill in the Blank : Pronoun,The mobile phone is on the table. ______ belongs to my father.,,,,,It,FillBlank,
FENG1072,108,Fill in the Blank : Pronoun,Mary and Anna are singing together. ______ sound wonderful.,,,,,They,FillBlank,
FENG1073,108,Fill in the Blank : Pronoun,I am learning English grammar. ______ practice every day.,,,,,I,FillBlank,
FENG1074,108,Fill in the Blank : Pronoun,The horse is running very fast. ______ is winning the race.,,,,,It,FillBlank,
FENG1075,108,Fill in the Blank : Pronoun,My cousins came to visit us yesterday. ______ stayed for two days.,,,,,They,FillBlank,
FENG1076,108,Fill in the Blank : Pronoun,Dr. Rahman checked the patient carefully. ______ prescribed some medicine.,,,,,He,FillBlank,
FENG1077,108,Fill in the Blank : Pronoun,The lamp is very bright. ______ lights up the whole room.,,,,,It,FillBlank,
FENG1078,108,Fill in the Blank : Pronoun,Emma and I are preparing for the competition. ______ hope to win.,,,,,We,FillBlank,
FENG1079,108,Fill in the Blank : Pronoun,The monkey climbed the tree quickly. ______ was looking for fruit.,,,,,It,FillBlank,
FENG1080,108,Fill in the Blank : Pronoun,The girls are practicing dance. ______ will perform tomorrow.,,,,,They,FillBlank,
FENG1081,109,Fill in the Blank : Pronoun,The baby is crying loudly. ______ is hungry.,,,,,It,FillBlank,
FENG1082,109,Fill in the Blank : Pronoun,My parents are watching television. ______ are relaxing after dinner.,,,,,They,FillBlank,
FENG1083,109,Fill in the Blank : Pronoun,Ali is my neighbor. ______ helps everyone in the community.,,,,,He,FillBlank,
FENG1084,109,Fill in the Blank : Pronoun,The birds are flying south for the winter. ______ travel long distances.,,,,,They,FillBlank,
FENG1085,109,Fill in the Blank : Pronoun,The bicycle is new. ______ belongs to my brother.,,,,,It,FillBlank,
FENG1086,109,Fill in the Blank : Pronoun,Sara is a talented artist. ______ paints beautiful pictures.,,,,,She,FillBlank,
FENG1087,109,Fill in the Blank : Pronoun,You and your brother are very helpful. ______ always assist others.,,,,,You,FillBlank,
FENG1088,109,Fill in the Blank : Pronoun,The children are reading storybooks. ______ enjoy fairy tales.,,,,,They,FillBlank,
FENG1089,109,Fill in the Blank : Pronoun,My uncle is a farmer. ______ grows vegetables and fruits.,,,,,He,FillBlank,
FENG1090,109,Fill in the Blank : Pronoun,The clock stopped working. ______ needs a new battery.,,,,,It,FillBlank,
FENG1091,110,Fill in the Blank : Pronoun,Mina and I are classmates. ______ sit in the same row.,,,,,We,FillBlank,
FENG1092,110,Fill in the Blank : Pronoun,The elephant is the largest land animal. ______ has a long trunk.,,,,,It,FillBlank,
FENG1093,110,Fill in the Blank : Pronoun,My aunt teaches English. ______ works at a high school.,,,,,She,FillBlank,
FENG1094,110,Fill in the Blank : Pronoun,The players are warming up before the match. ______ look excited.,,,,,They,FillBlank,
FENG1095,110,Fill in the Blank : Pronoun,I enjoy solving puzzles. ______ find them interesting.,,,,,I,FillBlank,
FENG1096,110,Fill in the Blank : Pronoun,The fish is swimming in the pond. ______ looks colorful.,,,,,It,FillBlank,
FENG1097,110,Fill in the Blank : Pronoun,Rahim and Karim are brothers. ______ study in the same school.,,,,,They,FillBlank,
FENG1098,110,Fill in the Blank : Pronoun,Mr. Ali parked the bus. ______ checked the engine afterward.,,,,,He,FillBlank,
FENG1099,110,Fill in the Blank : Pronoun,The flowers in the garden are blooming. ______ smell wonderful.,,,,,They,FillBlank,
FENG1100,110,Fill in the Blank : Pronoun,Nina is preparing breakfast. ______ woke up early this morning.,,,,,She,FillBlank,
FENG1101,111,Fill in the Blank : Describing Words,The lion has a thick mane. (Find all Describing words),,,,,thick,FillBlank,
FENG1102,111,Fill in the Blank : Describing Words,The huge elephant waved its trunk. (Find all Describing words),,,,,huge,FillBlank,
FENG1103,111,Fill in the Blank : Describing Words,I wrote with a blunt pencil. (Find all Describing words),,,,,blunt,FillBlank,
FENG1104,111,Fill in the Blank : Describing Words,Mother cuts vegetables with a sharp knife. (Find all Describing words),,,,,sharp,FillBlank,
FENG1105,111,Fill in the Blank : Describing Words,The boy climbed up a tall tree. (Find all Describing words),,,,,tall,FillBlank,
FENG1106,111,Fill in the Blank : Describing Words,Niti is a clever girl. (Find all Describing words),,,,,clever,FillBlank,
FENG1107,111,Fill in the Blank : Describing Words,Amit is my best friend. (Find all Describing words),,,,,best,FillBlank,
FENG1108,111,Fill in the Blank : Describing Words,The young man swam across the big lake. (Find all Describing words),,,,,big,FillBlank,
FENG1109,111,Fill in the Blank : Describing Words,Lisa wore a pink dress. (Find all Describing words),,,,,pink,FillBlank,
FENG1110,111,Fill in the Blank : Describing Words,Hasan sat on a low chair. (Find all Describing words),,,,,low,FillBlank,
FENG1111,112,Fill in the Blank : Describing Words,There was a high wall all around the garden. (Find all Describing words),,,,,high,FillBlank,
FENG1112,112,Fill in the Blank : Describing Words,Adnan drives a red car. (Find all Describing words),,,,,red,FillBlank,
FENG1113,112,Fill in the Blank : Describing Words,The big house stood on a hill. (Find all Describing words),,,,,big,FillBlank,
FENG1114,112,Fill in the Blank : Describing Words,Robin had a bowl of hot soup. (Find all Describing words),,,,,hot,FillBlank,
FENG1115,112,Fill in the Blank : Describing Words,The monkey is a clever animal. (Find all Describing words),,,,,clever,FillBlank,
FENG1116,112,Fill in the Blank : Describing Words,Arman is a tall boy. (Find all Describing words),,,,,tall,FillBlank,
FENG1117,112,Fill in the Blank : Describing Words,The little puppy licked Niti's hand. (Find all Describing words),,,,,little,FillBlank,
FENG1118,112,Fill in the Blank : Describing Words,He dived into the cold water. (Find all Describing words),,,,,cold,FillBlank,
FENG1119,112,Fill in the Blank : Describing Words,Mother cuts vegetables with a sharp knife. (Find all Describing words),,,,,sharp,FillBlank,
FENG1120,112,Fill in the Blank : Describing Words,Adnan drives a red car. (Find all Describing words),,,,,red,FillBlank,
FENG1121,113,Part of Speech: Practice 1,A pronoun is used instead of a _____ Word.,,,,,Naming,FillBlank,
FENG1122,113,Part of Speech: Practice 1,"Replace the Naming Word: ""The children are laughing."" ? _____ are laughing.",,,,,They,FillBlank,
FENG1123,113,Part of Speech: Practice 1,I like apples _____ oranges.,,,,,and,FillBlank,
FENG1124,113,Part of Speech: Practice 1,"Rina was tired, _____ she finished her homework.",,,,,but,FillBlank,
FENG1125,113,Part of Speech: Practice 1,"Hurry up, _____ you will miss the bus.",,,,,or,FillBlank,
FENG1126,113,Part of Speech: Practice 1,I stayed inside _____ it was raining.,,,,,because,FillBlank,
FENG1127,113,Part of Speech: Practice 1,You can have tea _____ coffee.,,,,,or,FillBlank,
FENG1128,113,Part of Speech: Practice 1,Karim and Rahim are brothers. (Pick out the Conjunction),,,,,and,FillBlank,
FENG1129,113,Part of Speech: Practice 1,"I wanted to play, _____ it was too late.",,,,,but,FillBlank,
FENG1130,113,Part of Speech: Practice 1,She smiled _____ waved at me.,,,,,and,FillBlank,
FENG1131,114,Part of Speech: Practice 1,We stayed home _____ the weather was bad.,,,,,because,FillBlank,
FENG1132,114,Part of Speech: Practice 1,Eat your vegetables _____ you will not get dessert.,,,,,or,FillBlank,
FENG1133,114,Part of Speech: Practice 1,"Which word is a Conjunction? (and, cat, jump, blue)",,,,,and,FillBlank,
FENG1134,114,Part of Speech: Practice 1,"Which word is a Conjunction? (because, pencil, run, happy)",,,,,because,FillBlank,
FENG1135,114,Part of Speech: Practice 1,I have a dog _____ a cat.,,,,,and,FillBlank,
FENG1136,114,Part of Speech: Practice 1,He is small _____ strong.,,,,,but,FillBlank,
FENG1137,114,Part of Speech: Practice 1,Would you like juice _____ milk?,,,,,or,FillBlank,
FENG1138,114,Part of Speech: Practice 1,She was absent _____ she was sick.,,,,,because,FillBlank,
FENG1139,114,Part of Speech: Practice 1,The boy ran fast _____ won the race.,,,,,and,FillBlank,
FENG1140,114,Part of Speech: Practice 1,"I knocked on the door, _____ nobody answered.",,,,,but,FillBlank,
FENG1141,115,Part of Speech: Practice 1,Wear a coat _____ it is cold outside.,,,,,because,FillBlank,
FENG1142,115,Part of Speech: Practice 1,Study hard _____ you can do well in the exam.,,,,,and,FillBlank,
FENG1143,115,Part of Speech: Practice 1,"Pick out the Conjunction: ""I was hungry, so I ate lunch.""",,,,,so,FillBlank,
FENG1144,115,Part of Speech: Practice 1,"Pick out the Conjunction: ""Tom and Jerry are friends.""",,,,,and,FillBlank,
FENG1145,115,Part of Speech: Practice 1,"Pick out the Conjunction: ""She was tired but happy.""",,,,,but,FillBlank,
FENG1146,115,Part of Speech: Practice 1,A conjunction joins _____ or groups of words.,,,,,words,FillBlank,
FENG1147,115,Part of Speech: Practice 1,We went to the park _____ played football.,,,,,and,FillBlank,
FENG1148,115,Part of Speech: Practice 1,Rina and Mina are best friends. (Pick out the Conjunction),,,,,and,FillBlank,
FENG1149,115,Part of Speech: Practice 1,"I was hungry, so I ate a sandwich. (Pick out the Conjunction)",,,,,so,FillBlank,
FENG1150,115,Part of Speech: Practice 1,The boy was tired but happy. (Pick out the Conjunction),,,,,but,FillBlank,
FENG1151,116,Part of Speech: Practice 1,Would you like tea or coffee? (Pick out the Conjunction),,,,,or,FillBlank,
FENG1152,116,Part of Speech: Practice 1,We stayed inside because it was raining. (Pick out the Conjunction),,,,,because,FillBlank,
FENG1153,116,Part of Speech: Practice 1,Tom and Jerry played in the garden. (Pick out the Conjunction),,,,,and,FillBlank,
FENG1154,116,Part of Speech: Practice 1,"She studied hard, so she passed the test. (Pick out the Conjunction)",,,,,so,FillBlank,
FENG1155,116,Part of Speech: Practice 1,Karim is young but very smart. (Pick out the Conjunction),,,,,but,FillBlank,
FENG1156,116,Part of Speech: Practice 1,Do you want a pencil or a pen? (Pick out the Conjunction),,,,,or,FillBlank,
FENG1157,116,Part of Speech: Practice 1,The match was cancelled because the field was wet. (Pick out the Conjunction),,,,,because,FillBlank,
FENG1158,116,Part of Speech: Practice 1,Ali and Hasan went to school together. (Pick out the Conjunction),,,,,and,FillBlank,
FENG1159,116,Part of Speech: Practice 1,"The cat was sleepy, so it curled up on the sofa. (Pick out the Conjunction)",,,,,so,FillBlank,
FENG1160,116,Part of Speech: Practice 1,The cake looked delicious but tasted salty. (Pick out the Conjunction),,,,,but,FillBlank,
FENG1161,117,Part of Speech: Practice 1,You may sit here or stand near the door. (Pick out the Conjunction),,,,,or,FillBlank,
FENG1162,117,Part of Speech: Practice 1,We left early because the road was crowded. (Pick out the Conjunction),,,,,because,FillBlank,
FENG1163,117,Part of Speech: Practice 1,My brother and sister help me with homework. (Pick out the Conjunction),,,,,and,FillBlank,
FENG1164,117,Part of Speech: Practice 1,"It was getting dark, so we went home. (Pick out the Conjunction)",,,,,so,FillBlank,
FENG1165,117,Part of Speech: Practice 1,She is small but very brave. (Pick out the Conjunction),,,,,but,FillBlank,
FENG1166,117,Part of Speech: Practice 1,Would you like an apple or a banana? (Pick out the Conjunction),,,,,or,FillBlank,
FENG1167,117,Part of Speech: Practice 1,He wore a jacket because it was cold. (Pick out the Conjunction),,,,,because,FillBlank,
FENG1168,117,Part of Speech: Practice 1,The teacher and the students visited the museum. (Pick out the Conjunction),,,,,and,FillBlank,
FENG1169,117,Part of Speech: Practice 1,"The bus was late, so we waited patiently. (Pick out the Conjunction)",,,,,so,FillBlank,
FENG1170,117,Part of Speech: Practice 1,The book was old but interesting. (Pick out the Conjunction),,,,,but,FillBlank,
FENG1171,118,Pronoun: Revision 1,Rina is my friend. _____ is very kind.,,,,,She,FillBlank,
FENG1172,118,Pronoun: Revision 1,Karim has a bicycle. _____ rides it every day.,,,,,He,FillBlank,
FENG1173,118,Pronoun: Revision 1,My cat is sleeping. _____ is under the table.,,,,,It,FillBlank,
FENG1174,118,Pronoun: Revision 1,Ali and I are classmates. _____ study together.,,,,,We,FillBlank,
FENG1175,118,Pronoun: Revision 1,Rupa and Sima are sisters. _____ play together.,,,,,They,FillBlank,
FENG1176,118,Pronoun: Revision 1,_____ am going to school now.,,,,,I,FillBlank,
FENG1177,118,Pronoun: Revision 1,Can _____ help me carry this bag? (talking to one friend),,,,,you,FillBlank,
FENG1178,118,Pronoun: Revision 1,The dog is barking because _____ is hungry.,,,,,it,FillBlank,
FENG1179,118,Pronoun: Revision 1,My parents are at home. _____ are watching TV.,,,,,They,FillBlank,
FENG1180,118,Pronoun: Revision 1,Sara is reading a book. _____ likes reading.,,,,,She,FillBlank,
FENG1181,119,Pronoun: Revision 1,"Replace the Naming Word: ""Tom is playing football."" ? _____ is playing football.",,,,,He,FillBlank,
FENG1182,119,Pronoun: Revision 1,"Replace the Naming Word: ""The bird is flying."" ? _____ is flying.",,,,,It,FillBlank,
FENG1183,119,Pronoun: Revision 1,"Replace the Naming Words: ""Rina and Mina are singing."" ? _____ are singing.",,,,,They,FillBlank,
FENG1184,119,Pronoun: Revision 1,"Which word is a Pronoun? (cat, he, run, happy)",,,,,he,FillBlank,
FENG1185,119,Pronoun: Revision 1,"Which word is a Pronoun? (book, they, jump, red)",,,,,they,FillBlank,
FENG1186,119,Pronoun: Revision 1,_____ are my best friends. (talking about several boys),,,,,They,FillBlank,
FENG1187,119,Pronoun: Revision 1,My brother is tall. _____ plays basketball.,,,,,He,FillBlank,
FENG1188,119,Pronoun: Revision 1,Nila and I went to the zoo. _____ saw many animals.,,,,,We,FillBlank,
FENG1189,119,Pronoun: Revision 1,_____ are a good student. (talking to one student),,,,,You,FillBlank,
FENG1190,119,Pronoun: Revision 1,"Pick out the Pronoun: ""She is drawing a picture.""",,,,,She,FillBlank,
FENG1191,120,Articles: Revision 1,_____ old man opened the door.,,,,,an,FillBlank,
FENG1192,120,Articles: Revision 1,"Ruby put _____ open book on her lap, but she was not reading it.",,,,,an,FillBlank,
FENG1193,120,Articles: Revision 1,The pig has ____ curly tail.,,,,,a,FillBlank,
FENG1194,120,Articles: Revision 1,I saw ____ elephant at the zoo.,,,,,an,FillBlank,
FENG1195,120,Articles: Revision 1,She found ____ coin on the road.,,,,,a,FillBlank,
FENG1196,120,Articles: Revision 1,There is ____ umbrella near the door.,,,,,an,FillBlank,
FENG1197,120,Articles: Revision 1,____ ant carried food to its nest.,,,,,an,FillBlank,
FENG1198,120,Articles: Revision 1,Father drove ____ car to work.,,,,,a,FillBlank,
FENG1199,120,Articles: Revision 1,We stayed in ____ hotel near the beach.,,,,,a,FillBlank,
FENG1200,120,Articles: Revision 1,____ eagle flew high in the sky.,,,,,an,FillBlank,
FENG1201,121,Articles: Revision 1,The farmer bought ____ ox for his field.,,,,,an,FillBlank,
FENG1202,121,Articles: Revision 1,Rahul wants to become ____ engineer when he grows up.,,,,,an,FillBlank,
FENG1203,121,Articles: Revision 1,I saw ____ apple on the table.,,,,,an,FillBlank,
FENG1204,121,Articles: Revision 1,Rahul found ____ egg in the nest.,,,,,an,FillBlank,
FENG1205,121,Articles: Revision 1,We bought ____ kite from the shop.,,,,,a,FillBlank,
FENG1206,121,Articles: Revision 1,There was ____ elephant near the river.,,,,,an,FillBlank,
FENG1207,121,Articles: Revision 1,Mother gave me ____ umbrella for the rain.,,,,,an,FillBlank,
FENG1208,121,Articles: Revision 1,The boy kicked ____ ball across the field.,,,,,a,FillBlank,
FENG1209,121,Articles: Revision 1,I ate ____ orange after dinner.,,,,,an,FillBlank,
FENG1210,121,Articles: Revision 1,We saw ____ monkey in the tree.,,,,,a,FillBlank,
FENG1211,122,Articles: Revision 1,He picked up ____ onion from the basket.,,,,,an,FillBlank,
FENG1212,122,Articles: Revision 1,The farmer owns ____ cow.,,,,,a,FillBlank,
FENG1213,122,Articles: Revision 1,She wrote with ____ ink pen.,,,,,an,FillBlank,
FENG1214,122,Articles: Revision 1,They built ____ sandcastle on the beach.,,,,,a,FillBlank,
FENG1215,122,Articles: Revision 1,I saw ____ eagle flying in the sky.,,,,,an,FillBlank,
FENG1216,122,Articles: Revision 1,He carried ____ bag to school.,,,,,a,FillBlank,
FENG1217,122,Articles: Revision 1,We planted ____ oak tree in the garden.,,,,,an,FillBlank,
FENG1218,122,Articles: Revision 1,She found ____ doll under the bed.,,,,,a,FillBlank,
FENG1219,122,Articles: Revision 1,There was ____ insect on the leaf.,,,,,an,FillBlank,
FENG1220,122,Articles: Revision 1,The girl wore ____ hat at the picnic.,,,,,a,FillBlank,
FENG1221,123,Articles: Revision 1,I saw ____ octopus in the aquarium.,,,,,an,FillBlank,
FENG1222,123,Articles: Revision 1,He opened ____ book and started reading.,,,,,a,FillBlank,
FENG1223,123,Articles: Revision 1,We heard ____ owl hooting at night.,,,,,an,FillBlank,
FENG1224,123,Articles: Revision 1,She bought ____ toy for her brother.,,,,,a,FillBlank,
FENG1225,123,Articles: Revision 1,There was ____ ant crawling on the wall.,,,,,an,FillBlank,
FENG1226,123,Articles: Revision 1,We planted ____ oak tree in the garden.,,,,,an,FillBlank,
FENG1227,123,Articles: Revision 1,He saw ____ eagle flying high in the sky.,,,,,an,FillBlank,
FENG1228,123,Articles: Revision 1,She baked ____ cake for the party.,,,,,a,FillBlank,
FENG1229,123,Articles: Revision 1,We visited ____ Taj Mahal last summer.,,,,,the,FillBlank,
FENG1230,123,Articles: Revision 1,He bought ____ umbrella because it was raining.,,,,,an,FillBlank,
